Title,track_id,track_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Blackbird,5jgFfDIR6FR0gvlA56Nakr,"{'danceability': 0.686, 'energy': 0.127, 'key': 7, 'loudness': -14.361, 'mode': 1, 'speechiness': 0.0342, 'acousticness': 0.754, 'instrumentalness': 1.41e-05, 'liveness': 0.0573, 'valence': 0.372, 'tempo': 93.699, 'type': 'audio_features', 'id': '5jgFfDIR6FR0gvlA56Nakr', 'uri': 'spotify:track:5jgFfDIR6FR0gvlA56Nakr', 'track_href': 'https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr', 'duration_ms': 138387, 'time_signature': 4}",0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,spotify:track:5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr,138387,4
Ring of Fire,6YffUZJ2R06kyxyK6onezL,"{'danceability': 0.659, 'energy': 0.585, 'key': 7, 'loudness': -8.189, 'mode': 1, 'speechiness': 0.0288, 'acousticness': 0.623, 'instrumentalness': 0.000213, 'liveness': 0.348, 'valence': 0.784, 'tempo': 104.111, 'type': 'audio_features', 'id': '6YffUZJ2R06kyxyK6onezL', 'uri': 'spotify:track:6YffUZJ2R06kyxyK6onezL', 'track_href': 'https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL', 'duration_ms': 158427, 'time_signature': 4}",0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4
Blue Moon of Kentucky,6XHbYnwTB7YoSV4TLeycuB,"{'danceability': 0.475, 'energy': 0.368, 'key': 0, 'loudness': -10.67, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.452, 'instrumentalness': 2.93e-06, 'liveness': 0.291, 'valence': 0.757, 'tempo': 118.689, 'type': 'audio_features', 'id': '6XHbYnwTB7YoSV4TLeycuB', 'uri': 'spotify:track:6XHbYnwTB7YoSV4TLeycuB', 'track_href': 'https://api.spotify.com/v1/tracks/6XHbYnwTB7YoSV4TLeycuB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6XHbYnwTB7YoSV4TLeycuB', 'duration_ms': 126467, 'time_signature': 3}",0.475,0.368,0,-10.67,1,0.0335,0.452,2.93e-06,0.291,0.757,118.689,audio_features,6XHbYnwTB7YoSV4TLeycuB,spotify:track:6XHbYnwTB7YoSV4TLeycuB,https://api.spotify.com/v1/tracks/6XHbYnwTB7YoSV4TLeycuB,https://api.spotify.com/v1/audio-analysis/6XHbYnwTB7YoSV4TLeycuB,126467,3
Going Down,0Dlb2I8YPwetuZL4yQ717Q,"{'danceability': 0.77, 'energy': 0.603, 'key': 9, 'loudness': -10.638, 'mode': 1, 'speechiness': 0.204, 'acousticness': 0.0329, 'instrumentalness': 0, 'liveness': 0.184, 'valence': 0.395, 'tempo': 99.462, 'type': 'audio_features', 'id': '0Dlb2I8YPwetuZL4yQ717Q', 'uri': 'spotify:track:0Dlb2I8YPwetuZL4yQ717Q', 'track_href': 'https://api.spotify.com/v1/tracks/0Dlb2I8YPwetuZL4yQ717Q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Dlb2I8YPwetuZL4yQ717Q', 'duration_ms': 126245, 'time_signature': 4}",0.77,0.603,9,-10.638,1,0.204,0.0329,0.0,0.184,0.395,99.462,audio_features,0Dlb2I8YPwetuZL4yQ717Q,spotify:track:0Dlb2I8YPwetuZL4yQ717Q,https://api.spotify.com/v1/tracks/0Dlb2I8YPwetuZL4yQ717Q,https://api.spotify.com/v1/audio-analysis/0Dlb2I8YPwetuZL4yQ717Q,126245,4
Here Comes Your Man,4IvZLDtwBHmBmwgDIUbuwa,"{'danceability': 0.669, 'energy': 0.795, 'key': 2, 'loudness': -10.865, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.00772, 'instrumentalness': 0.0781, 'liveness': 0.401, 'valence': 0.882, 'tempo': 124.594, 'type': 'audio_features', 'id': '4IvZLDtwBHmBmwgDIUbuwa', 'uri': 'spotify:track:4IvZLDtwBHmBmwgDIUbuwa', 'track_href': 'https://api.spotify.com/v1/tracks/4IvZLDtwBHmBmwgDIUbuwa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4IvZLDtwBHmBmwgDIUbuwa', 'duration_ms': 201187, 'time_signature': 4}",0.669,0.795,2,-10.865,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,audio_features,4IvZLDtwBHmBmwgDIUbuwa,spotify:track:4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/tracks/4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/audio-analysis/4IvZLDtwBHmBmwgDIUbuwa,201187,4
4'33,2bNCdW4rLnCTzgqUXTTDO1,"{'danceability': 0.173, 'energy': 2.03e-05, 'key': 5, 'loudness': -60.0, 'mode': 1, 'speechiness': 0.409, 'acousticness': 0, 'instrumentalness': 0.971, 'liveness': 0.102, 'valence': 0.975, 'tempo': 54.211, 'type': 'audio_features', 'id': '2bNCdW4rLnCTzgqUXTTDO1', 'uri': 'spotify:track:2bNCdW4rLnCTzgqUXTTDO1', 'track_href': 'https://api.spotify.com/v1/tracks/2bNCdW4rLnCTzgqUXTTDO1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2bNCdW4rLnCTzgqUXTTDO1', 'duration_ms': 273067, 'time_signature': 4}",0.173,2.03e-05,5,-60.0,1,0.409,0.0,0.971,0.102,0.975,54.211,audio_features,2bNCdW4rLnCTzgqUXTTDO1,spotify:track:2bNCdW4rLnCTzgqUXTTDO1,https://api.spotify.com/v1/tracks/2bNCdW4rLnCTzgqUXTTDO1,https://api.spotify.com/v1/audio-analysis/2bNCdW4rLnCTzgqUXTTDO1,273067,4
Careless Love Blues,3vcUko1A8Hlcy58M6vbbZW,"{'danceability': 0.598, 'energy': 0.189, 'key': 2, 'loudness': -9.309, 'mode': 1, 'speechiness': 0.0369, 'acousticness': 0.991, 'instrumentalness': 0.000368, 'liveness': 0.0936, 'valence': 0.497, 'tempo': 98.994, 'type': 'audio_features', 'id': '3vcUko1A8Hlcy58M6vbbZW', 'uri': 'spotify:track:3vcUko1A8Hlcy58M6vbbZW', 'track_href': 'https://api.spotify.com/v1/tracks/3vcUko1A8Hlcy58M6vbbZW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3vcUko1A8Hlcy58M6vbbZW', 'duration_ms': 204533, 'time_signature': 4}",0.598,0.189,2,-9.309,1,0.0369,0.991,0.000368,0.0936,0.497,98.994,audio_features,3vcUko1A8Hlcy58M6vbbZW,spotify:track:3vcUko1A8Hlcy58M6vbbZW,https://api.spotify.com/v1/tracks/3vcUko1A8Hlcy58M6vbbZW,https://api.spotify.com/v1/audio-analysis/3vcUko1A8Hlcy58M6vbbZW,204533,4
The Thrill Is Gone,4NQfrmGs9iQXVQI9IpRhjM,"{'danceability': 0.547, 'energy': 0.46, 'key': 11, 'loudness': -8.759, 'mode': 0, 'speechiness': 0.0256, 'acousticness': 0.344, 'instrumentalness': 0.442, 'liveness': 0.0983, 'valence': 0.543, 'tempo': 90.768, 'type': 'audio_features', 'id': '4NQfrmGs9iQXVQI9IpRhjM', 'uri': 'spotify:track:4NQfrmGs9iQXVQI9IpRhjM', 'track_href': 'https://api.spotify.com/v1/tracks/4NQfrmGs9iQXVQI9IpRhjM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4NQfrmGs9iQXVQI9IpRhjM', 'duration_ms': 324733, 'time_signature': 4}",0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,audio_features,4NQfrmGs9iQXVQI9IpRhjM,spotify:track:4NQfrmGs9iQXVQI9IpRhjM,https://api.spotify.com/v1/tracks/4NQfrmGs9iQXVQI9IpRhjM,https://api.spotify.com/v1/audio-analysis/4NQfrmGs9iQXVQI9IpRhjM,324733,4
Crazy Blues (Remastered),0yooAzGi7j1BFEQmJHXDbc,"{'danceability': 0.338, 'energy': 0.862, 'key': 7, 'loudness': -8.699, 'mode': 1, 'speechiness': 0.0598, 'acousticness': 0.116, 'instrumentalness': 0.023, 'liveness': 0.984, 'valence': 0.631, 'tempo': 107.228, 'type': 'audio_features', 'id': '0yooAzGi7j1BFEQmJHXDbc', 'uri': 'spotify:track:0yooAzGi7j1BFEQmJHXDbc', 'track_href': 'https://api.spotify.com/v1/tracks/0yooAzGi7j1BFEQmJHXDbc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0yooAzGi7j1BFEQmJHXDbc', 'duration_ms': 340293, 'time_signature': 4}",0.338,0.862,7,-8.699,1,0.0598,0.116,0.023,0.984,0.631,107.228,audio_features,0yooAzGi7j1BFEQmJHXDbc,spotify:track:0yooAzGi7j1BFEQmJHXDbc,https://api.spotify.com/v1/tracks/0yooAzGi7j1BFEQmJHXDbc,https://api.spotify.com/v1/audio-analysis/0yooAzGi7j1BFEQmJHXDbc,340293,4
See See Rider Blues,6Sf0BXRKybflgG5KGw0FvX,"{'danceability': 0.479, 'energy': 0.253, 'key': 0, 'loudness': -12.648, 'mode': 1, 'speechiness': 0.0412, 'acousticness': 0.86, 'instrumentalness': 0, 'liveness': 0.263, 'valence': 0.368, 'tempo': 80.192, 'type': 'audio_features', 'id': '6Sf0BXRKybflgG5KGw0FvX', 'uri': 'spotify:track:6Sf0BXRKybflgG5KGw0FvX', 'track_href': 'https://api.spotify.com/v1/tracks/6Sf0BXRKybflgG5KGw0FvX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Sf0BXRKybflgG5KGw0FvX', 'duration_ms': 161373, 'time_signature': 4}",0.479,0.253,0,-12.648,1,0.0412,0.86,0.0,0.263,0.368,80.192,audio_features,6Sf0BXRKybflgG5KGw0FvX,spotify:track:6Sf0BXRKybflgG5KGw0FvX,https://api.spotify.com/v1/tracks/6Sf0BXRKybflgG5KGw0FvX,https://api.spotify.com/v1/audio-analysis/6Sf0BXRKybflgG5KGw0FvX,161373,4
Some of These Days,5NHYLN9SIwUSOKowWDPt3L,"{'danceability': 0.461, 'energy': 0.32, 'key': 2, 'loudness': -13.653, 'mode': 0, 'speechiness': 0.0474, 'acousticness': 0.614, 'instrumentalness': 0, 'liveness': 0.0485, 'valence': 0.483, 'tempo': 105.909, 'type': 'audio_features', 'id': '5NHYLN9SIwUSOKowWDPt3L', 'uri': 'spotify:track:5NHYLN9SIwUSOKowWDPt3L', 'track_href': 'https://api.spotify.com/v1/tracks/5NHYLN9SIwUSOKowWDPt3L', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5NHYLN9SIwUSOKowWDPt3L', 'duration_ms': 160133, 'time_signature': 4}",0.461,0.32,2,-13.653,0,0.0474,0.614,0.0,0.0485,0.483,105.909,audio_features,5NHYLN9SIwUSOKowWDPt3L,spotify:track:5NHYLN9SIwUSOKowWDPt3L,https://api.spotify.com/v1/tracks/5NHYLN9SIwUSOKowWDPt3L,https://api.spotify.com/v1/audio-analysis/5NHYLN9SIwUSOKowWDPt3L,160133,4
What A Beautiful Name,4KLj9QjEhJl2WU50mxRF9Z,"{'danceability': 0.424, 'energy': 0.506, 'key': 2, 'loudness': -5.877, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.201, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.138, 'tempo': 135.902, 'type': 'audio_features', 'id': '4KLj9QjEhJl2WU50mxRF9Z', 'uri': 'spotify:track:4KLj9QjEhJl2WU50mxRF9Z', 'track_href': 'https://api.spotify.com/v1/tracks/4KLj9QjEhJl2WU50mxRF9Z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KLj9QjEhJl2WU50mxRF9Z', 'duration_ms': 238200, 'time_signature': 4}",0.424,0.506,2,-5.877,1,0.0284,0.201,0.0,0.11,0.138,135.902,audio_features,4KLj9QjEhJl2WU50mxRF9Z,spotify:track:4KLj9QjEhJl2WU50mxRF9Z,https://api.spotify.com/v1/tracks/4KLj9QjEhJl2WU50mxRF9Z,https://api.spotify.com/v1/audio-analysis/4KLj9QjEhJl2WU50mxRF9Z,238200,4
Autobahn,31uidLEHAcF8Cw1cX1VCS8,"{'danceability': 0.333, 'energy': 0.497, 'key': 2, 'loudness': -15.606, 'mode': 1, 'speechiness': 0.0366, 'acousticness': 0.105, 'instrumentalness': 0.872, 'liveness': 0.129, 'valence': 0.113, 'tempo': 81.681, 'type': 'audio_features', 'id': '31uidLEHAcF8Cw1cX1VCS8', 'uri': 'spotify:track:31uidLEHAcF8Cw1cX1VCS8', 'track_href': 'https://api.spotify.com/v1/tracks/31uidLEHAcF8Cw1cX1VCS8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/31uidLEHAcF8Cw1cX1VCS8', 'duration_ms': 1367093, 'time_signature': 4}",0.333,0.497,2,-15.606,1,0.0366,0.105,0.872,0.129,0.113,81.681,audio_features,31uidLEHAcF8Cw1cX1VCS8,spotify:track:31uidLEHAcF8Cw1cX1VCS8,https://api.spotify.com/v1/tracks/31uidLEHAcF8Cw1cX1VCS8,https://api.spotify.com/v1/audio-analysis/31uidLEHAcF8Cw1cX1VCS8,1367093,4
Parisienne Walkways,60Kyw7i4M7E2WAlFozsOsR,"{'danceability': 0.367, 'energy': 0.149, 'key': 9, 'loudness': -18.256, 'mode': 0, 'speechiness': 0.0282, 'acousticness': 0.661, 'instrumentalness': 0.0696, 'liveness': 0.132, 'valence': 0.233, 'tempo': 87.795, 'type': 'audio_features', 'id': '60Kyw7i4M7E2WAlFozsOsR', 'uri': 'spotify:track:60Kyw7i4M7E2WAlFozsOsR', 'track_href': 'https://api.spotify.com/v1/tracks/60Kyw7i4M7E2WAlFozsOsR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/60Kyw7i4M7E2WAlFozsOsR', 'duration_ms': 200908, 'time_signature': 4}",0.367,0.149,9,-18.256,0,0.0282,0.661,0.0696,0.132,0.233,87.795,audio_features,60Kyw7i4M7E2WAlFozsOsR,spotify:track:60Kyw7i4M7E2WAlFozsOsR,https://api.spotify.com/v1/tracks/60Kyw7i4M7E2WAlFozsOsR,https://api.spotify.com/v1/audio-analysis/60Kyw7i4M7E2WAlFozsOsR,200908,4
Jailhouse Rock,4gphxUgq0JSFv2BCLhNDiE,"{'danceability': 0.647, 'energy': 0.582, 'key': 10, 'loudness': -9.538, 'mode': 0, 'speechiness': 0.0755, 'acousticness': 0.41, 'instrumentalness': 1.93e-06, 'liveness': 0.0715, 'valence': 0.915, 'tempo': 167.396, 'type': 'audio_features', 'id': '4gphxUgq0JSFv2BCLhNDiE', 'uri': 'spotify:track:4gphxUgq0JSFv2BCLhNDiE', 'track_href': 'https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE', 'duration_ms': 146480, 'time_signature': 4}",0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,audio_features,4gphxUgq0JSFv2BCLhNDiE,spotify:track:4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,146480,4
Airbag,7c378mlmubSu7NGkLFa4sN,"{'danceability': 0.305, 'energy': 0.872, 'key': 2, 'loudness': -7.313, 'mode': 1, 'speechiness': 0.0503, 'acousticness': 0.00786, 'instrumentalness': 0.8, 'liveness': 0.261, 'valence': 0.648, 'tempo': 167.959, 'type': 'audio_features', 'id': '7c378mlmubSu7NGkLFa4sN', 'uri': 'spotify:track:7c378mlmubSu7NGkLFa4sN', 'track_href': 'https://api.spotify.com/v1/tracks/7c378mlmubSu7NGkLFa4sN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7c378mlmubSu7NGkLFa4sN', 'duration_ms': 287880, 'time_signature': 4}",0.305,0.872,2,-7.313,1,0.0503,0.00786,0.8,0.261,0.648,167.959,audio_features,7c378mlmubSu7NGkLFa4sN,spotify:track:7c378mlmubSu7NGkLFa4sN,https://api.spotify.com/v1/tracks/7c378mlmubSu7NGkLFa4sN,https://api.spotify.com/v1/audio-analysis/7c378mlmubSu7NGkLFa4sN,287880,4
Sweet Sixteen,61njtfmFmLKuZQVKkSJpYZ,"{'danceability': 0.662, 'energy': 0.577, 'key': 4, 'loudness': -5.436, 'mode': 1, 'speechiness': 0.0405, 'acousticness': 0.434, 'instrumentalness': 0, 'liveness': 0.267, 'valence': 0.558, 'tempo': 81.87, 'type': 'audio_features', 'id': '61njtfmFmLKuZQVKkSJpYZ', 'uri': 'spotify:track:61njtfmFmLKuZQVKkSJpYZ', 'track_href': 'https://api.spotify.com/v1/tracks/61njtfmFmLKuZQVKkSJpYZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61njtfmFmLKuZQVKkSJpYZ', 'duration_ms': 252733, 'time_signature': 4}",0.662,0.577,4,-5.436,1,0.0405,0.434,0.0,0.267,0.558,81.87,audio_features,61njtfmFmLKuZQVKkSJpYZ,spotify:track:61njtfmFmLKuZQVKkSJpYZ,https://api.spotify.com/v1/tracks/61njtfmFmLKuZQVKkSJpYZ,https://api.spotify.com/v1/audio-analysis/61njtfmFmLKuZQVKkSJpYZ,252733,4
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,"{'danceability': 0.251, 'energy': 0.848, 'key': 5, 'loudness': -6.501, 'mode': 1, 'speechiness': 0.0579, 'acousticness': 0.0377, 'instrumentalness': 0.00591, 'liveness': 0.0545, 'valence': 0.207, 'tempo': 163.709, 'type': 'audio_features', 'id': '6LgJvl0Xdtc73RJ1mmpotq', 'uri': 'spotify:track:6LgJvl0Xdtc73RJ1mmpotq', 'track_href': 'https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq', 'duration_ms': 387213, 'time_signature': 4}",0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,audio_features,6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213,4
Red House,3XxBSvDZKH5YvZZjTpn6eR,"{'danceability': 0.277, 'energy': 0.479, 'key': 5, 'loudness': -8.483, 'mode': 0, 'speechiness': 0.0495, 'acousticness': 0.585, 'instrumentalness': 0.0224, 'liveness': 0.16, 'valence': 0.483, 'tempo': 53.905, 'type': 'audio_features', 'id': '3XxBSvDZKH5YvZZjTpn6eR', 'uri': 'spotify:track:3XxBSvDZKH5YvZZjTpn6eR', 'track_href': 'https://api.spotify.com/v1/tracks/3XxBSvDZKH5YvZZjTpn6eR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3XxBSvDZKH5YvZZjTpn6eR', 'duration_ms': 230360, 'time_signature': 4}",0.277,0.479,5,-8.483,0,0.0495,0.585,0.0224,0.16,0.483,53.905,audio_features,3XxBSvDZKH5YvZZjTpn6eR,spotify:track:3XxBSvDZKH5YvZZjTpn6eR,https://api.spotify.com/v1/tracks/3XxBSvDZKH5YvZZjTpn6eR,https://api.spotify.com/v1/audio-analysis/3XxBSvDZKH5YvZZjTpn6eR,230360,4
Stairway to Heaven,5CQ30WqJwcep0pYcV4AMNc,"{'danceability': 0.338, 'energy': 0.34, 'key': 9, 'loudness': -12.049, 'mode': 0, 'speechiness': 0.0339, 'acousticness': 0.58, 'instrumentalness': 0.0032, 'liveness': 0.116, 'valence': 0.197, 'tempo': 82.433, 'type': 'audio_features', 'id': '5CQ30WqJwcep0pYcV4AMNc', 'uri': 'spotify:track:5CQ30WqJwcep0pYcV4AMNc', 'track_href': 'https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc', 'duration_ms': 482830, 'time_signature': 4}",0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
I'll Be Seeing You,0eV4T44G13Y8ioJmce1GSo,"{'danceability': 0.13, 'energy': 0.2, 'key': 11, 'loudness': -16.067, 'mode': 0, 'speechiness': 0.0358, 'acousticness': 0.906, 'instrumentalness': 0.000658, 'liveness': 0.141, 'valence': 0.0895, 'tempo': 77.313, 'type': 'audio_features', 'id': '0eV4T44G13Y8ioJmce1GSo', 'uri': 'spotify:track:0eV4T44G13Y8ioJmce1GSo', 'track_href': 'https://api.spotify.com/v1/tracks/0eV4T44G13Y8ioJmce1GSo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0eV4T44G13Y8ioJmce1GSo', 'duration_ms': 177507, 'time_signature': 4}",0.13,0.2,11,-16.067,0,0.0358,0.906,0.000658,0.141,0.0895,77.313,audio_features,0eV4T44G13Y8ioJmce1GSo,spotify:track:0eV4T44G13Y8ioJmce1GSo,https://api.spotify.com/v1/tracks/0eV4T44G13Y8ioJmce1GSo,https://api.spotify.com/v1/audio-analysis/0eV4T44G13Y8ioJmce1GSo,177507,4
After Midnight,1PC5GV3OaoXx5em8ttQOMI,"{'danceability': 0.694, 'energy': 0.306, 'key': 2, 'loudness': -19.315, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.171, 'instrumentalness': 0.0736, 'liveness': 0.0866, 'valence': 0.521, 'tempo': 95.989, 'type': 'audio_features', 'id': '1PC5GV3OaoXx5em8ttQOMI', 'uri': 'spotify:track:1PC5GV3OaoXx5em8ttQOMI', 'track_href': 'https://api.spotify.com/v1/tracks/1PC5GV3OaoXx5em8ttQOMI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1PC5GV3OaoXx5em8ttQOMI', 'duration_ms': 143693, 'time_signature': 4}",0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,audio_features,1PC5GV3OaoXx5em8ttQOMI,spotify:track:1PC5GV3OaoXx5em8ttQOMI,https://api.spotify.com/v1/tracks/1PC5GV3OaoXx5em8ttQOMI,https://api.spotify.com/v1/audio-analysis/1PC5GV3OaoXx5em8ttQOMI,143693,4
Strange Fruit,1CTex49P0iWwzUGsMNjgaV,"{'danceability': 0.313, 'energy': 0.0437, 'key': 6, 'loudness': -22.627, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.989, 'instrumentalness': 0.148, 'liveness': 0.209, 'valence': 0.0625, 'tempo': 100.827, 'type': 'audio_features', 'id': '1CTex49P0iWwzUGsMNjgaV', 'uri': 'spotify:track:1CTex49P0iWwzUGsMNjgaV', 'track_href': 'https://api.spotify.com/v1/tracks/1CTex49P0iWwzUGsMNjgaV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CTex49P0iWwzUGsMNjgaV', 'duration_ms': 192867, 'time_signature': 1}",0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,audio_features,1CTex49P0iWwzUGsMNjgaV,spotify:track:1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/tracks/1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/audio-analysis/1CTex49P0iWwzUGsMNjgaV,192867,1
Your Hand in Mine,4sYn64V9gqP6bpkOGw5B9k,"{'danceability': 0.278, 'energy': 0.472, 'key': 4, 'loudness': -16.421, 'mode': 1, 'speechiness': 0.0295, 'acousticness': 0.105, 'instrumentalness': 0.874, 'liveness': 0.0631, 'valence': 0.134, 'tempo': 115.069, 'type': 'audio_features', 'id': '4sYn64V9gqP6bpkOGw5B9k', 'uri': 'spotify:track:4sYn64V9gqP6bpkOGw5B9k', 'track_href': 'https://api.spotify.com/v1/tracks/4sYn64V9gqP6bpkOGw5B9k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4sYn64V9gqP6bpkOGw5B9k', 'duration_ms': 496573, 'time_signature': 3}",0.278,0.472,4,-16.421,1,0.0295,0.105,0.874,0.0631,0.134,115.069,audio_features,4sYn64V9gqP6bpkOGw5B9k,spotify:track:4sYn64V9gqP6bpkOGw5B9k,https://api.spotify.com/v1/tracks/4sYn64V9gqP6bpkOGw5B9k,https://api.spotify.com/v1/audio-analysis/4sYn64V9gqP6bpkOGw5B9k,496573,3
So What,0JiY190vktuhSGN6aqJdrt,"{'danceability': 0.534, 'energy': 0.87, 'key': 11, 'loudness': -3.078, 'mode': 0, 'speechiness': 0.0425, 'acousticness': 0.000334, 'instrumentalness': 0, 'liveness': 0.241, 'valence': 0.462, 'tempo': 126.019, 'type': 'audio_features', 'id': '0JiY190vktuhSGN6aqJdrt', 'uri': 'spotify:track:0JiY190vktuhSGN6aqJdrt', 'track_href': 'https://api.spotify.com/v1/tracks/0JiY190vktuhSGN6aqJdrt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0JiY190vktuhSGN6aqJdrt', 'duration_ms': 215160, 'time_signature': 4}",0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,audio_features,0JiY190vktuhSGN6aqJdrt,spotify:track:0JiY190vktuhSGN6aqJdrt,https://api.spotify.com/v1/tracks/0JiY190vktuhSGN6aqJdrt,https://api.spotify.com/v1/audio-analysis/0JiY190vktuhSGN6aqJdrt,215160,4
Music Sounds Better with You,303ccTay2FiDTZ9fZ2AdBt,"{'danceability': 0.735, 'energy': 0.72, 'key': 1, 'loudness': -7.04, 'mode': 1, 'speechiness': 0.336, 'acousticness': 0.00105, 'instrumentalness': 0.15, 'liveness': 0.382, 'valence': 0.364, 'tempo': 124.174, 'type': 'audio_features', 'id': '303ccTay2FiDTZ9fZ2AdBt', 'uri': 'spotify:track:303ccTay2FiDTZ9fZ2AdBt', 'track_href': 'https://api.spotify.com/v1/tracks/303ccTay2FiDTZ9fZ2AdBt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/303ccTay2FiDTZ9fZ2AdBt', 'duration_ms': 403293, 'time_signature': 4}",0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,audio_features,303ccTay2FiDTZ9fZ2AdBt,spotify:track:303ccTay2FiDTZ9fZ2AdBt,https://api.spotify.com/v1/tracks/303ccTay2FiDTZ9fZ2AdBt,https://api.spotify.com/v1/audio-analysis/303ccTay2FiDTZ9fZ2AdBt,403293,4
